|CanTrx_Tarjetas|MonTrx_Tarjetas|SaldoCTS|SOW_SCO|CanTrx_TC|Can_Ingresos_Glomo|NroCtasAhorro|MaxLinTC|SaldoActivo_SSFF|Edad|SaldoAhorro|ME_TOTAL|Sueldo
496|2|170.5|559.47|0.0|0|23|2|10000.0|26427.2|36|28808.12|2425.79|900.0
497|10|1192.51|12763.26|0.672|8|42|6|4000.0|700276.94|46|325822.073|1935.3|1890.68
498|12|1012.85|0.0|0.0|12|55|1|39400.0|3928.09|30|100.0|435.5|100.0
499|21|8746.21|0.0|0.0|9|22|1|25900.0|32959.4|42|3890.33|17371.89|3291.67
500|1|648.48|0.07|0.0|1|15|1|5000.0|6617.1|27|1464.94|1982.53|1802.19
501|13|2056.77|0.04|0.0|0|53|1|5900.0|5329.44|36|860.79|5072.4|2085.22
502|15|2056.22|4.77|0.4861|0|8|5|31300.0|849548.25|45|24448.29285|10663.14|6480.39
503|41|7050.55|4.7296|0.0|33|0|4|50000.0|1717087.6|50|1617.9545|3745.187|2125.68
504|9|234.5|0.79|0.0|0|3|1|2300.0|4460.8|29|787.04|971.68|1296.72
505|22|906.8|0.93|0.0|0|10|1|1400.0|1038.24|31|1006.35|2840.9|1175.5
506|19|4492.92|4520.59|0.0|11|6|2|18300.0|41316.17|62|2723.77|6865.4|5534.41
507|64|6905.06|1.25|0.0|0|17|2|9000.0|41080.56|35|2466.66|13153.89|9864.1
508|19|1874.33|0.0|0.0038|19|0|2|96000.0|3556559.8|55|8102.2684|96826.51|13681.51
509|10|1736.82|0.04|0.0|8|17|2|3200.0|46251.42|25|0.0|966.0|3758.05
510|17|1345.87|0.22|0.0|6|8|1|3600.0|2336.04|23|2022.11|2835.13|1965.98
511|24|10236.06|8.38|0.453|18|10|3|89300.0|78001.79|48|38922.20848|9417.986|4015.94
512|67|7667.58|4.42|0.0|67|34|1|8700.0|385.92|30|83.82|9003.33|1179.89
513|17|708.68|1328.12|0.0|17|36|2|83700.01|3799.26|39|2702.4708|6138.451|5973.62
514|8|569.35|0.0|0.0|6|43|2|2000.0|643.98|25|841.1|2234.81|2056.5
515|17|4674.61|11581.04|0.0|1|12|1|13800.0|4170.51|41|3539.45|8719.54|5292.0
516|39|1315.16|1.08|0.0|0|48|2|2000.0|241958.62|25|1813.49|4742.18|2609.69
517|35|733.27|0.0|0.0|1|13|1|6000.0|1265.85|33|68.2|1841.99|1704.15
518|3|213.9|6.02566|0.0|2|11|1|10543.98|536392.1|51|387.46|1833.06|6088.13
519|9|2399.31|357.54|0.0|5|0|1|7000.0|1075.05|38|6812.79|2623.25|4439.38
520|50|4211.96|0.0|0.0|25|56|2|6018.17|4935.38|35|30.97|9785.77|8844.48
521|17|3953.02|0.2|0.0|17|9|1|18400.0|21351.14|28|1750.99|4513.06|3605.74
522|27|2752.95|0.85|0.0|14|0|1|60900.0|20110.42|37|1445.29|6752.97|4100.0
523|43|3165.96|0.0|0.0|42|63|1|7000.0|67563.34|37|20689.41|11715.9|9797.28
524|37|6554.23|6134.00167|0.979|33|77|2|50400.0|1968955.4|67|36981.0827|12362.916|9468.72
525|7|896.0|8502.78|0.0|0|24|1|30800.0|4747.2|38|7041.1|2598.5|4603.58
526|5|2420.77|0.0|0.0|1|10|1|22900.0|1463.24|29|4757.26|4315.57|4052.46
527|93|5144.98|0.14|0.0|40|16|3|80000.01|1932.56|61|3290.28996|4322.123|134.0
528|48|7290.59|1.38|0.0|38|67|2|20000.0|669050.9|32|2124.97275|10098.4|6810.24
529|37|8329.05|0.0|0.5398|9|0|2|78731.95|518189.84|55|14309.14|12066.71|17500.0
530|16|843.75|0.0|0.0|11|54|2|18100.0|49.8|27|1365.86793|4394.83|2925.18
531|7|559.0|0.1|0.4806|0|0|3|15703.38|28236.08|38|3.03|1559.0|1559.87
532|20|961.9|697.74|0.0|0|3|1|4300.0|1320.0|63|23.08|1590.7|1452.5
533|17|2120.29|101.5|0.0|0|8|1|3500.0|1317.32|34|2335.97|2559.24|1903.04
534|41|2348.37|0.0|0.0|36|74|4|50000.0|1389.64|35|2696.97665|6472.86|9314.02
535|47|4704.17|7858.96|0.0|36|78|2|57700.0|4.5|32|23548.71944|17338.016|6223.76
536|12|1007.14|1.02|0.0|0|29|4|900.0|33551.9|51|88.53|7629.09|5233.23
537|100|5710.36|0.0|0.0|17|11|2|2059.01|49515.53|33|2894.5|14362.56|10120.0
538|50|2484.5|0.22|0.0|1|0|3|2617.0|29067.58|31|1500.98|4188.4|4987.78
539|13|543.28|7.54|0.0|6|34|1|3200.0|2447.35|25|3712.51|315.0|2704.0
540|62|13375.24|0.0|0.6979|55|7|3|61426.46|207173.4|32|10695.16606|20108.088|1025.0
541|28|1878.34|33.84|0.0|0|29|2|2000.0|958.88|42|1950.11|4338.34|2622.64
542|31|3285.9|0.0|0.0|12|50|2|3100.0|1547.86|22|1679.82|2776.09|2541.33
543|16|1249.97|243.52|0.0|5|9|3|30600.0|679.87|29|3573.37528|2087.1445|1322.4
544|4|3590.15|0.0|0.0|4|17|1|10000.0|13944.87|37|1298.91|2670.76|1798.91
545|6|797.22|0.29|0.0|2|0|1|2627.0|3726.02|30|2.09|1415.63|2094.89
546|13|2232.75|0.46|0.0|0|7|1|3000.0|13200.44|26|1074.44|3279.07|1853.55
547|8|870.0|0.87|0.0|0|15|2|500.0|1593.99|28|1490.7|2742.25|2647.52
548|52|1769.73|2520.03|0.0|44|15|1|3300.0|1200.6|26|3671.01|2911.3|2880.09
549|25|4470.92|7010.61|0.0|0|1|3|25500.0|760920.94|38|11603.09|16205.84|7466.54
550|66|3947.3|1.75|0.0|13|35|2|47100.0|4045.69|26|1044.82|8145.98|4570.08
551|54|8905.79|0.0|0.0|18|5|2|48000.0|6810.46|36|30916.39|17526.04|6190.13
552|5|138.88|1.84|0.0|0|39|1|5600.0|2431.38|37|66.25|4580.98|9141.93
553|59|4720.18|0.0|0.0|56|43|2|65653.99|74500.39|36|25269.65|35746.84|6022.31
554|1|13.18|4.34|0.0|0|2|2|1000.0|190285.77|41|4198.6|10338.92|4395.33
555|17|445.48|0.17|0.0|0|1|2|1500.0|334.82|56|2877.84|2449.67|2240.19
556|23|2978.32|0.86|0.0|3|37|5|49400.0|615.38|46|168893.2654|24587.402|10153.63
557|8|797.92|15.27|0.0|0|6|3|6000.0|243101.05|39|87160.62|6154.92|7020.26
558|34|2126.82|0.18|0.0|0|18|1|2250.0|15975.27|45|6709.67|6699.41|5378.12
559|20|1539.69|0.0|0.7595|12|0|2|11897.8|39633.43|52|15229.0716|5629.42|3112.95
560|24|2422.67|0.0|0.0|1|11|1|1000.0|3114.18|51|752.28|6429.42|4432.45
561|17|1999.44|0.0|0.0|8|36|2|4400.0|319495.2|34|830.26|2927.76|3530.44
562|4|67.2|0.0|0.0|3|16|3|1500.0|4718.25|44|2152.82|2319.43|1676.2
563|12|981.15|2886.92|0.0|11|35|3|3000.0|781040.2|42|8251.69603|3579.7527|3517.64
564|35|1416.89|0.0|0.0|2|16|1|25000.0|1371.33|32|3691.58|4882.9|8702.41
565|46|3984.11|0.0|0.0|31|52|5|36400.01|22739.05|27|18376.13338|19282.318|36.33
566|29|1900.3|10.6|0.0|24|4|4|39700.0|6418.64|40|6783.46118|7300.61|4449.78
567|19|697.5|0.0|0.0|3|38|1|39517.76|43608.9|54|749.39|2233.0|1291.3
568|31|3435.86|0.0|0.0|7|7|1|3451.32|332515.66|36|47.75|4710.63|3294.81
569|10|877.09|0.0|0.0|2|82|1|6100.0|15746.88|36|3200.0|1782.51|758.64
570|70|3443.02|0.0|0.0|1|38|2|58664.4|82562.5|36|7096.76|64487.69|10407.39
571|16|867.0|0.16|0.0|0|78|2|3000.0|2862.71|27|591.44|2028.01|1705.96
572|28|2106.13|0.1|0.0|8|0|2|10000.0|2887.19|36|1591.97|5851.54|4667.82
573|48|7746.23|10432.38768|0.0|41|0|2|45000.0|3510.07|48|256002.42784|11805.347|29980.73
574|100|3820.02|30290.93|0.0|35|75|2|90000.01|1171486.6|51|8983.15284|17806.984|16486.63
575|19|1321.0|703.08|0.0|0|14|2|300.0|3398.93|31|403.29|2167.81|2257.85
576|4|262.0|0.62|0.0|0|8|2|17400.0|33778.44|43|2164.84|4956.68|4071.38
577|34|2491.83|11989.03|0.0|10|55|1|10824.0|371.3|28|5000.93|6225.44|2395.43
578|2|188.0|0.23|0.0|0|6|2|6500.0|4922.85|41|1582.0|4484.3|4683.7
579|30|1741.62|3935.53|0.0|22|9|4|8700.0|1024.2|29|27961.42092|2834.54|2506.37
580|1|30.0|0.85|0.0|0|11|2|9100.0|30806.33|39|3312.04|5682.04|3611.25
581|3|77.2|0.0|1.0|0|15|1|570.6|73.1|23|149.11|504.99|1025.0
582|3|452.0|0.05|0.0176|0|4|1|57840.03|57735.42|40|3080.26|798.39|4491.42
583|22|1909.78|0.0|0.1057|0|21|2|6601.0|7636.37|33|1387.35|2734.78|1592.15
584|3|50022.5|0.58|0.0|2|38|3|24000.0|0.0|44|51.63|53710.2|1413.0
585|37|2271.12|0.0|0.0886|7|52|2|45436.19|1206538.0|46|8650.08|5965.73|11075.44
586|38|1857.87|2.76336|0.0|5|73|2|2000.0|68962.5|56|2811.64|2692.16|2584.58
587|51|11596.92|8381.6733|0.0|2|22|1|123359.0|1659.07|55|19457.36|15093.01|8246.32
588|8|1295.0|0.02|0.0|0|11|1|600.0|12666.65|31|312.03|2704.9|1560.03
589|26|2198.51|59.41|0.0|0|43|4|1000.0|35624.24|64|4643.24|22558.77|6796.0
590|48|4887.6|0.0|0.99|37|0|3|56100.0|608111.44|29|35793.93647|31708.357|500.0
591|12|1125.51|288.92|0.0|6|9|2|40800.0|57653.98|30|9888.72364|7578.86|3722.46
592|5|550.0|0.52|0.0|0|9|1|100.0|6112.36|29|74.49|2650.0|1659.99
593|3|163.0|2.63|0.0|2|3|3|1000.0|424.12|51|1742.52|2307.0|2414.42
594|31|4525.08|0.0|0.0|13|14|2|18500.0|165589.27|44|250.39|14804.35|9831.54
595|48|4525.65|0.55|0.0|15|38|1|19000.0|39605.51|29|1863.01|7050.23|4282.4
596|38|1689.67|3161.81|0.0|35|10|2|25000.0|6202.37|24|2678.57|2169.01|2199.42
597|19|2135.21|0.0|0.0344|18|0|5|23499.0|216565.48|37|2629.17036|6517.2|5047.75
598|9|1639.99|0.0|0.0|7|45|1|30000.0|10221.86|43|3893.14|2046.55|4473.91
599|62|1737.16|0.57|0.0|9|16|1|11498.0|19513.58|30|3321.87|5421.65|3518.25
600|14|3991.31|0.0|0.0|8|23|3|8000.0|20733.85|46|6592.36171|16759.266|13330.73
601|13|4218.14|2.13|0.0|0|34|1|22900.0|132181.42|49|1295.07|12721.17|2959.38
602|31|3282.91|0.0|0.0|8|5|1|79000.0|8864.62|28|637.28|4826.62|3368.67
603|23|5280.04|0.26|0.0|3|13|1|41600.0|41081.02|32|606.35|10667.96|3816.76
604|43|3131.8|0.78|0.0|37|20|2|10000.0|7386.14|29|2490.75|1433.8|6458.3
605|3|118.4|0.02|0.0|0|58|2|3600.0|9035.88|32|787.59|2591.72|2870.99
606|34|1422.39|0.0|0.3444|32|3|3|51145.84|136075.25|37|144.28408|30783.852|1800.0
607|28|938.2|5.11|0.0|0|12|3|3900.0|581.16|54|41.93|6915.85|2525.17
608|12|3701.0|0.04|0.0|0|19|1|1500.0|601.73|29|2059.97|3701.0|3099.01
609|35|1765.7|0.1|0.0|0|8|3|62100.0|18817.75|28|4474.3424|8066.4346|4472.29
610|16|2095.58|27522.42523|0.0|0|89|2|6000.0|176348.31|67|6698.0|4833.05|5944.46
611|3|54.6|0.0|0.0457|0|26|2|95700.5|50748.67|52|242.9769|4779.99|5014.54
612|20|2941.88|0.12|0.0|17|0|2|6100.0|5848.59|46|3386.32|5900.45|8551.72
613|37|5725.7|0.0|0.0|34|50|3|90000.0|1729509.0|42|47165.51356|72748.61|39355.31
614|24|3424.27|0.03|0.0132|24|7|3|50212.8|457350.44|43|7100.5542|20037.47|11438.31
615|16|16706.17|1.0|0.0182|1|13|2|49789.52|1355724.4|56|10622.0286|45163.81|19376.74
616|8|532.53|0.0|0.0|8|32|1|1800.0|1279.56|22|745.43|581.83|430.17
617|73|4464.25|1.03|0.0|35|17|2|15000.0|50750.83|44|994.02|4531.94|2123.17
618|27|1123.51|0.01|0.0|0|130|1|2549.0|2346.1|24|0.6|1300.22|1251.64
619|15|1028.2|0.02|0.0|0|12|1|300.0|1851.7|33|5249.34|2711.5|5558.15
620|42|2161.68|2.55|0.0|0|30|1|2895.0|17474.64|25|162.41|2531.43|2123.66
621|11|1164.8|1705.34|0.0|2|0|1|16500.0|7637.26|48|1423.92|3481.54|1621.88
622|4|327.6|0.68|0.0|4|47|2|3960.0|16643.87|47|1418.84|6850.22|5000.29
623|30|1226.19|5.8|0.0|1|27|1|739.0|15767.54|27|0.07|3449.63|3943.96
624|33|1749.88|0.0|0.0|18|4|3|35100.01|291.74|30|4623.66|3417.0984|4137.17
625|14|1440.0|0.28|0.0|0|30|1|2000.0|505.9|31|2600.0|6060.79|3316.45
626|29|3697.15|0.0|0.0|5|15|1|4727.0|11788.38|42|2669.27|7854.4|8263.48
627|8|1462.98|10590.38838|0.0|0|25|4|20500.0|3989.29|50|68132.3823|9886.12|7715.06
628|8|192.03|18.21|0.0|8|0|2|7586.0|195262.27|29|1851.07|1816.32|3266.44
629|54|4798.52|0.0|0.0|41|35|4|90000.0|287129.9|52|108146.55485|17665.223|13657.84
630|29|1884.75|0.0|0.0|28|5|1|17000.0|255.65|34|14536.92|3319.1|1337.83
631|9|671.65|0.0|0.0|1|7|2|35000.0|161.67|47|2866.66|7834.1|2920.35
632|14|2374.8|3036.71|0.0|0|32|1|3250.0|678.1|63|11225.33|4955.26|7356.66
633|58|805.34|0.0|0.0|39|19|3|3000.0|234.89|54|840.82|1373.96|1069.32
634|21|1278.1|0.06|0.0|12|22|1|3300.0|2216.35|24|664.78|1958.8|926.24
635|32|3726.28|0.0|0.0|23|11|3|16668.88|50344.95|38|581.88|2500.0|6719.11
636|57|6144.13|25340.91|0.0|7|0|2|30000.0|6163.08|34|170275.6884|7818.07|12685.79
637|8|4352.67|1603.8|0.0|2|94|2|35025.0|23098.23|35|10628.0749|6193.7188|2397.97
638|9|283.2|0.0|1.0|0|13|2|1681.2|1075.85|30|2857.6|5056.45|1302.5
639|14|3120.55|7096.23|0.0|14|31|3|132000.0|14933.27|51|66249.18287|12342.16|16709.35
640|13|2016.03|0.0|0.0|9|156|3|8300.0|3198.9|28|991.96|7341.55|4036.83
641|49|3905.42|0.0|0.0|9|29|3|40000.0|256622.98|32|38.4385|11915.213|9610.56
642|37|1152.71|0.55|0.0|0|6|3|1.0|39786.01|48|7769.6784|10527.181|11463.77
643|23|2387.85|923.15|0.0|10|37|2|2700.0|1506.39|25|7111.95|10342.96|4041.04
644|48|5222.04|0.24|0.0|41|0|2|51800.0|151234.94|32|265.11|8164.16|4375.98
645|9|2013.36|0.0|0.0|8|7|2|12000.0|1882.63|65|151418.60372|8004.9233|3952.07
646|37|3261.94|447.67|0.0|0|13|1|5200.0|250435.2|50|2785.8|8965.92|8424.4
647|24|1532.83|2.09|0.0|0|16|1|7000.0|14876.17|33|977.53|3427.69|1981.72
648|1|76.04|1.25|0.0|0|60|1|14700.0|5615.72|28|2429.63|2401.09|2455.81
649|18|1776.68|0.0|0.0|2|31|2|867.0|10753.1|22|2040.11|5524.9985|1885.78
650|2|195.06|4078.69|0.0|0|18|2|25900.0|1621.33|61|3254.13|4512.29|4966.33
651|1|95.0|1.08|0.0|1|0|3|58029.75|40767.41|42|1879.93|4465.44|4688.41
652|3|225.2|0.0|0.0091|3|16|3|6000.0|2763.97|68|32138.19754|5194.8223|1813.05
653|49|4841.14|0.0|0.0|6|8|3|5200.01|81753.58|40|98.2036|9182.17|2007.56
654|37|1423.24|6543.69|0.0|6|14|2|5700.0|428.73|31|2811.7|4950.61|4828.64
655|47|2513.74|2.14|0.0|23|12|2|24600.0|56251.12|31|7320.023|49462.516|3638.82
656|115|8750.98|0.0|0.0|41|31|1|15345.0|117037.14|27|4264.27|16836.87|8089.45
657|4|436.9|5058.83|0.0|0|9|2|11000.0|1534.7|34|16255.17|5785.45|6133.33
658|3|594.0|0.0|0.0|2|30|3|13000.0|2113.19|46|10112.87|3192.37|4304.11
659|13|584.35|0.0|0.6932|4|24|3|30000.0|75163.95|59|1051.07|7299.96|5787.99
660|22|2734.85|1000.83|0.1488|19|0|1|17300.0|29068.62|48|28.57|1666.3|1349.33
661|29|3004.75|16.45|0.0|24|0|3|10600.0|152829.2|29|5495.07|3632.14|3626.48
662|5|630.67|1381.68|0.0|0|4|1|2000.0|5442.64|38|2191.52|1683.67|2426.16
663|13|2351.92|1.28|0.0|2|0|3|10413.56|95144.08|44|555.65|6736.76|8769.51
664|12|1013.94|0.08|0.0|0|21|1|6300.0|2.9|35|1424.26|4401.74|1312.35
665|1|350.0|0.0|0.0|1|3|2|2900.0|1379.82|60|8.65|1125.0|1353.2
666|20|3406.41|0.08|0.0|0|35|2|5600.0|1501.8|25|1886.88|9150.9|1609.27
667|1|250.0|0.16|0.0|0|3|1|3300.0|190.0|35|1715.03|1155.9|2027.73
668|29|5369.11|0.0|0.0|2|55|1|89000.0|11124.79|41|30298.18|18326.92|6092.34
669|3|221.08|0.26|0.0|0|7|2|27301.0|22439.14|38|1013.24|2512.67|1503.42
670|5|169.8|0.03|0.0|0|9|2|500.0|500.0|27|152.01|3130.9|1376.1
671|27|4489.07|0.0|0.0|25|5|4|106000.0|765147.2|59|14838.771|105633.24|4422.12
672|46|2163.82|0.35|0.0|0|44|1|1300.0|17705.29|27|345.92|4047.64|40.0
673|16|584.8|5.86|0.0|0|8|1|15500.0|8731.89|51|4699.28|4296.71|3106.89
674|16|1589.0|67.67|0.0|0|24|1|4600.0|1572.71|44|10573.09|3163.89|1597.76
675|10|2732.56|0.65|0.0|5|2|2|38898.0|32464.55|34|704.61|27314.93|8448.88
676|9|1890.45|0.53|0.0|4|40|1|3700.0|24333.69|32|83.75|1849.7|1522.4
677|2|5968.0|0.0|0.0|1|20|4|6000.0|48541.75|61|6.01|17996.166|17092.02
678|13|1519.0|13089.61414|0.0|3|0|3|20000.0|1148.24|52|81198.36324|4171.52|7712.28
679|3|210.0|0.97|0.0|3|0|1|1000.0|483.83|54|1.05|1903.0|1867.52
680|24|1820.71|0.03|0.0|1|15|2|3000.0|3898.98|33|631.97|2026.84|1832.82
681|15|2273.79|0.0|0.5612|13|6|1|48763.5|44260.51|54|12.18|1000.72|3699.22
682|70|1370.02|0.0|0.0|62|3|2|15149.5|895379.8|34|2842.0212|5845.547|7321.02
683|1|31.0|12.16|0.0|0|27|4|2000.0|101641.22|50|2158.3|4911.0|4776.25
684|24|5045.59|1.94|0.0|14|9|1|80000.0|3142.76|37|145.46|6302.6567|4822.48
685|4|39999.95|2031.19|0.0|4|0|1|30300.0|12297.35|47|2845.14|10605.87|1057.92
686|4|164.3|7.06|0.0|2|0|3|1755.0|6936.24|56|11.46|4373.08|4203.22
687|16|464.02|1286.31|0.0|0|15|1|50.0|10088.29|49|3268.97|4048.92|3102.55
688|21|1816.4|1.28|0.0|0|12|1|5000.0|2325.3|47|78.64|3186.64|1796.73
689|18|844.59|0.27|0.0|14|41|2|43780.0|1393.13|25|1149.81667|3600.7312|2279.53
690|25|6830.75|0.0|0.0|25|9|3|60000.0|14595.0|76|24640.57936|7624.4|36.02
691|10|447.2|0.18|1.0|0|0|2|1000.0|240294.1|41|23.18|3157.44|1549.5
692|24|2207.38|0.93|0.0|0|28|2|19400.0|20819.31|41|189.39|5283.06|3869.33
693|4|307.0|0.02|0.0|0|12|2|3400.0|2728.19|30|1645.05|486.47|1339.9
694|16|1539.67|22109.7|0.0|11|0|3|34900.0|450775.97|47|28613.32488|6258.951|17857.56
695|4|230.33|0.0|0.0|4|43|1|52400.0|410906.1|31|2500.09|2827.44|4008.0
696|12|1190.0|0.03|0.0|0|48|1|3600.0|3442.38|38|390.0|2136.93|1329.05
697|59|5614.43|0.0|0.0|11|8|1|25000.0|149629.11|30|3362.54|6708.97|5106.26
698|5|572.5|0.0|0.0|5|23|1|9500.0|1.24|33|2187.57|452.57|3608.94
699|22|1110.4|0.0|0.0|10|16|1|23000.01|4614.54|31|1038.46|3531.8|2749.83
700|17|1214.0|0.0|0.0|1|24|1|1561.0|5770.44|52|1722.4|6034.37|6752.0
701|2|28.22|0.0|0.0|1|14|1|4400.0|350.66|26|0.62|3551.5|2572.22
702|8|2680.53|0.66|0.9346|1|0|1|15800.0|49357.66|48|547.49|5914.13|2940.02
703|3|740.0|0.0|0.0517|3|5|1|58400.0|8143.19|58|100.65|967.21|880.0
704|17|1309.34|926.354|0.0|17|2|3|69600.0|68551.43|38|6754.54|12934.52|14651.28
705|84|6493.21|0.67|0.0|0|5|1|1000.0|82131.84|34|150.0|12306.01|6244.66
706|6|211.83|0.02|0.0|0|7|2|4100.0|22259.28|30|73.0|831.83|1213.89
707|39|3257.63|0.0|0.0|9|13|3|13000.0|7333.78|31|785.83|7072.96|2175.3
708|8|328.38|1.67|0.0|0|22|1|16900.0|162292.66|51|1652.2|9361.34|5789.08
709|13|370.94|268.42|0.0|0|3|1|2200.0|255.0|50|1667.09|766.94|1086.23
710|1|179.8|0.48|0.0|1|0|1|2131.0|4075.86|60|3.48|5093.11|5691.36
711|26|3441.05|0.0|0.0044|25|15|2|61244.4|2467857.8|55|19441.161|44634.953|9929.92
712|2|169.6|16.14|0.0|2|0|2|8900.0|5296.33|56|8065.84|27383.9|5396.58
713|14|986.45|0.0|0.0|12|21|2|4100.0|297.6|31|14074.2|3391.18|4534.68
714|6|697.25|0.04|0.0|2|0|2|40000.0|12826.66|34|6787.43|1422.67|2152.79
715|11|1289.58|0.0|0.0|8|51|2|19200.0|422573.84|63|1217.13274|4684.8|5400.0
716|14|1207.49|0.0|0.9907|10|0|1|31683.32|482956.7|64|54.73|4327.7373|4503.37
717|4|423.6|0.22|0.0|0|10|1|653.0|589.54|32|787.98|423.6|1063.67
718|3|2266.98|1546.31|0.0|2|0|1|13800.0|3180.95|27|638.95|3073.78|2325.17
719|8|1550.88|834.45|0.0|0|23|1|1000.0|181.29|40|1053.23|6022.05|4263.61
720|8|236.78|0.0|0.0|5|3|1|10760.83|125821.9|43|457.44|2099.53|2389.59
721|13|1025.73|33.79|0.0|0|12|2|42000.0|2471.0|40|90109.7|5152.05|4576.76
722|22|585.22|0.58|0.9868|0|12|1|15700.0|17735.0|55|0.13|1121.47|588.77
723|29|3199.05|0.01|0.0|14|9|1|9500.0|14784.22|45|5499.78|9052.24|6956.85
724|23|1815.94|118705.04|0.0|22|35|5|30000.01|290.2|39|240276.6462|6051.8477|10804.05
725|65|4397.75|0.0|0.0|34|9|2|90000.0|3028.14|28|21593.60883|22294.951|25673.66
726|109|8988.84|14548.56|0.0|5|6|4|3000.0|35748.02|45|22168.98352|13767.706|8942.06
727|55|3483.6|3.47|0.0|26|5|3|57500.0|21671.81|31|1465.0649|12479.4375|4098.56
728|62|3839.25|9725.4|0.0|56|0|3|37500.0|1679871.8|52|87284.38099|12390.3545|13188.17
729|1|57.6|1.37|0.2604|0|0|1|24218.95|33498.44|43|2047.37|19953.6|1720.63
730|4|1940.0|0.43|0.0|0|27|2|15947.18|20645.63|43|3.22466|3642.0|1562.27
731|5|406.35|6528.79|0.0|0|22|1|10900.0|98.66|33|1434.75|1146.7|1178.11
732|94|9776.36|2406.53|0.0563|81|24|3|46000.0|356869.7|57|25594.2986|19050.586|69190.66
733|39|5065.18|1340.73|0.0|0|6|3|10100.0|5826.91|41|16952.42528|8826.96|28719.97
734|17|2040.52|0.0|0.0|8|5|1|29100.0|1167.9|29|970.07|7948.02|5749.76
735|9|251.97|0.06|0.0|0|35|2|1267.73|5499.7|28|597.53|1305.56|1272.5
736|1|7.0|4.57|0.3361|0|0|1|9300.0|95239.51|60|2.56|3207.0|3324.16
737|7|1173.8|1461.08212|0.0|1|13|2|49688.8|6560.16|44|5620.99|3929.04|5247.5
738|15|5816.27|3930.78|0.0|9|23|1|21700.0|8703.78|28|3604.95|12908.11|4174.79
739|63|5249.18|0.0|0.0005|40|21|2|30000.0|2233846.0|40|107170.56|28142.9|100830.9
740|25|700.2|0.71|0.0|0|28|1|1000.0|34698.97|30|3.61|2458.1|3474.08
741|20|1402.23|0.0|0.6316|1|10|1|1800.0|8000.89|63|112.99|1127.1|487.0
742|13|3057.78|2.67|0.0|7|9|1|34600.0|3389.87|48|3105.94|10286.3|10112.94
743|16|1082.3|0.0|0.0154|0|31|2|575.97|17834.16|55|1109.57|2793.2|1997.15
744|18|1150.69|0.36|0.0|4|0|2|10500.0|3893.66|36|346.0361|1846.6|2640.6
745|11|627.04|0.12|0.0|0|48|2|17881.5|177457.95|35|4172.93397|6164.39|3540.18
746|33|2633.29|0.0|0.0|7|70|1|15200.0|2164.85|33|1714.11|7125.35|2190.36
747|26|1285.72|35.72|0.0|1|43|3|8500.0|6838.71|30|6664.12158|5026.2505|6287.79
