|CanTrx_Tarjetas|MonTrx_Tarjetas|SaldoCTS|SOW_SCO|CanTrx_TC|Can_Ingresos_Glomo|NroCtasAhorro|MaxLinTC|SaldoActivo_SSFF|Edad|SaldoAhorro|ME_TOTAL|Sueldo
748|5|1890.6|0.29|0.0|2|5|2|1400.0|0.0|45|1.15|1310.0|1999.98
749|4|125.5|2.33|0.0|0|7|1|6000.0|2263.29|30|3835.86|4402.01|8523.42
750|13|851.76|0.07|0.0|4|3|2|2100.0|1984.96|21|0.6|1153.65|980.0
751|16|11028.29|0.56895|0.0|1|28|2|46900.0|596726.7|44|485.21|10755.85|6450.85
752|21|1056.97|0.0|0.0|11|25|1|2750.0|2203.0|27|1865.58|3098.8|1800.0
753|13|1863.6|0.08|0.0|3|0|3|45000.0|3764.41|27|4282.939|5047.0176|4148.0
754|35|4797.01|29267.406|0.8056|0|10|1|8200.0|1758.09|52|4050.6|13940.9|10624.24
755|19|1893.8|0.41|0.9611|0|11|2|0.0|20670.91|37|2542.13|5078.7|4083.51
756|4|731.33|0.68|0.0795|3|0|2|4600.0|926.18|60|1922.7|1895.0|903.64
757|4|2000.0|2534.84|0.0|0|16|2|32400.0|0.38|35|20974.25|2154.9|6749.39
758|3|68.99|0.0|0.442|0|9|1|86470.43|195625.89|50|9136.7|1181.99|17800.71
759|7|242.78|0.12|0.0|1|16|4|300.0|3963.16|36|1595.68|2479.79|2045.03
760|44|3941.47|0.16|0.0|10|26|1|10000.0|3274.74|34|1402.26|7977.1|3487.18
761|79|17273.73|56469.28|0.0|0|22|4|45500.0|295285.5|54|347778.2098|33088.91|13766.1
762|8|458.8|0.0|0.0765|1|28|2|12800.0|2239.26|50|1874.34|1554.61|2116.27
763|28|2729.27|0.26|0.0|7|39|2|7900.0|2489.74|42|962.87|2792.51|3395.69
764|44|4223.92|0.0|0.0|10|30|2|87500.0|1315475.8|43|5115.01192|19376.387|6636.06
765|2|190.0|0.71|0.0|0|19|4|19700.0|1220.54|28|17466.04|8357.2|18286.62
766|15|1712.4|4.29|0.0|3|114|1|3000.0|1591.23|30|1497.41|2323.78|2269.6
767|26|2411.81|6037.76|0.0164|2|0|3|114012.8|126485.5|53|519.0225|8343.653|2905.4
768|49|2840.34|0.0|0.0|26|20|1|7206.0|1447.59|35|409.12|3551.94|2205.92
769|5|305.1|8517.3328|0.0|0|8|2|14600.0|639.04|58|11482.40656|95849.15|4240.85
770|31|6795.3|0.0|0.0|21|38|2|26000.0|15664.31|25|2069.91098|9624.103|3308.44
771|10|909.0|0.61|0.0|4|17|1|700.0|313.47|55|326.5|2236.84|1482.01
772|2|220.0|0.12|0.0|0|3|1|2400.0|2911.6|48|1205.12|3070.0|2375.44
773|47|1198.23|2524.095|0.0|42|0|3|62000.0|353755.0|47|123247.4752|10183.71|30565.89
774|10|444.58|0.0|0.0|10|37|1|2000.0|821.63|21|1970.82|6291.57|2414.92
775|6|727.04|0.71|0.0|1|5|1|2800.0|4625.32|44|1565.22|6263.7|2668.01
776|55|1914.8|804.3|0.0|0|15|1|1529.31|163009.67|39|2495.62|4138.2|2582.92
777|42|3743.47|0.0|0.0|22|16|5|24700.0|14554.64|54|5718.55|5513.5|6327.97
778|18|2877.77|0.0|0.0|5|20|1|3100.0|2895.28|43|365.0|2369.37|1505.94
779|18|1182.0|0.03|0.0|0|14|1|770.0|2772.27|23|1334.45|1652.6|1807.16
780|38|1803.69|0.0|0.0|3|3|2|26000.0|1468043.1|42|8051.74|14717.51|17919.64
781|34|2278.8|0.05|0.0|7|0|2|19200.0|9193.24|43|3273.61453|5076.2104|5640.72
782|8|382.93|0.0|1.0|0|18|2|1001.35|376.57|40|0.45|3484.48|903.64
783|5|359.39|0.0|0.0|4|25|2|13302.0|15465.12|32|2292.67998|6991.5923|1599.84
784|22|6157.81|0.78|0.0|21|56|1|10000.01|11515.53|27|700.7|648.1|1351.85
785|41|3481.73|0.0|0.0|16|34|2|4300.0|214599.64|47|981.42|7796.69|3281.4
786|54|3173.48|0.0|0.0|17|27|1|1400.0|3905.29|32|247.14|5058.95|1310.56
787|21|2101.88|1.64|0.0|9|34|1|71100.0|113.2|44|274.62|1310.82|2713.05
788|85|2981.18|0.0|0.0|84|9|3|29000.0|12074.52|30|2512.37|2677.22|1750.0
789|13|1602.42|0.0|0.0|1|9|2|2457.0|37277.14|42|1.28|3938.53|2163.61
790|7|77.33|0.0|0.0|1|20|1|79002.0|14537.78|26|129.96|10257.64|186.66
791|24|1929.86|0.0|0.0|18|66|2|20000.0|5608.7|75|59581.26934|5971.202|1776.84
792|4|206.7|0.01|0.0|4|0|3|5542.0|10027.14|44|3.48|2075.45|2060.93
793|29|7398.34|4.0446|0.0|1|33|1|14157.42|113007.61|47|8374.21|14912.17|11449.88
794|31|858.96|0.6|0.0|0|71|3|10200.0|1689.94|34|13562.48|3546.94|3626.06
795|15|5162.0|0.28|0.0|0|14|2|768.0|7679.48|32|4678.43|9421.69|1308.02
796|55|13006.24|0.3|0.0|48|0|2|107100.0|1248885.1|57|550.78|18962.36|18312.58
797|36|2430.57|3435.46|0.0|1|39|2|5100.0|8911.91|34|8843.4222|8647.162|5617.17
798|40|2239.51|0.0|0.0|2|46|2|1900.01|1544.62|32|396.04|4441.0|3778.63
799|6|2459.25|0.0|0.0|1|5|3|1000.0|17896.81|43|94.85|2747.88|177.18
800|16|1381.6|0.14|0.0|1|19|2|432.01|254.56|35|1000.06|2996.6|1481.23
801|27|5522.78|0.0|0.0|24|26|2|95000.01|286578.12|39|210682.10418|12897.276|144913.34
802|63|2594.53|0.0|0.0|14|62|1|81100.0|1815.29|30|314.35|6117.87|7038.18
803|66|9947.03|0.02|0.0|49|25|3|500.0|598.55|42|8804.35065|24121.367|19624.9
804|33|2783.65|5122.53|0.0|6|0|1|35800.0|909.56|29|15232.36|3346.08|4244.98
805|13|399.16|0.27|0.0|10|0|1|1100.0|803.6|51|2.75|2155.0|1117.28
806|45|2343.26|0.05|0.0|0|42|1|4600.0|4599.87|33|1200.16|5999.15|2137.79
807|1|55.0|0.0|1.0|0|5|1|6350.0|1255.9|40|2836.29|3825.0|2832.65
808|4|211.74|0.0|0.0|2|7|2|26360.0|21410.48|31|487.85|1333.03|6016.0
809|14|2276.4|0.0|0.0|14|8|2|90000.0|601.2|61|40879.03304|9898.615|5954.1
810|41|5233.66|0.0|0.0|30|10|3|14200.0|620.85|35|18050.56|6628.0|4210.72
811|34|3071.74|0.57|0.0|0|18|2|26900.0|3481.37|40|1420.52|10827.35|7256.2
812|36|7153.02|0.0|0.0|36|42|3|37200.0|39130.54|32|1473.08024|9855.003|16190.1
813|46|2838.03|0.0|0.659|46|0|1|96000.0|62942.87|54|3188.2|8949.82|2936.15
814|56|6047.21|7.57|0.0|7|37|1|7518.0|8047.28|31|3336.95|7792.68|10066.38
815|55|3213.63|0.0|0.0|2|39|1|4000.0|14572.23|44|2769.07|6811.48|7889.05
816|31|6337.48|0.0|0.0|21|9|3|27300.0|28940.91|71|2845.19888|11594.366|480.0
817|32|1232.03|2.77|0.0|0|5|1|36000.0|8523.6|33|6182.1|6817.98|3632.55
818|32|8592.0|227178.73|0.0|32|0|3|125090.0|20317.95|62|309073.18854|330.35|114112.64
819|22|611.9|7334.07|0.0|0|18|3|4000.0|947.0|25|4787.03|1328.65|2121.64
820|25|1658.85|0.58|0.0|25|0|1|36193.29|10086.4|28|4319.31|4986.3|4339.22
821|13|2454.5|0.0|0.0|5|12|1|2000.0|891.25|27|4118.21|5231.08|1586.88
822|13|1368.11|1704.4|0.0|0|9|1|10700.0|7120.2|47|2100.2|1938.11|3000.0
823|28|1383.27|0.04|0.0|15|2|2|16700.0|42150.9|28|1422.01|6079.86|5305.42
824|4|441.67|0.03|0.0|0|8|1|38101.0|26526.42|39|155.59|6944.41|6685.0
825|30|9274.22|2.2|0.0|18|17|2|64500.0|73312.65|35|312.0695|6686.88|6000.0
826|30|5921.88|2029.58|0.0|1|13|2|15000.0|1024.81|71|18990.6066|17630.85|3892.91
827|5|270.3|0.03|0.0|1|0|1|11800.0|3525.04|33|9.72|3472.45|3128.29
828|51|1586.49|0.36|0.0|3|3|1|3918.0|14638.34|50|213.67|2914.27|2088.47
829|1|64.0|0.0|0.7307|0|6|1|23552.0|99077.29|37|3802.55|1281.15|1999.33
830|20|2346.12|29.85|0.0|5|22|2|14400.0|1743.84|24|3700.19|3342.82|1450.0
831|6|467.73|0.0|0.2758|0|12|1|8406.0|78649.58|65|17.6|3439.83|1809.66
832|207|10116.53|0.0|0.0|149|58|3|100000.01|123680.55|41|149.54425|222632.69|11893.22
833|19|1647.6|0.07|0.0|0|8|3|2750.0|15247.31|45|4915.85|10568.05|5234.69
834|28|1959.94|16272.7866|0.0|0|11|3|65200.0|5812.22|67|28214.2198|10975.79|12864.14
835|19|1111.56|1.24|0.0|0|35|2|28100.0|63178.68|27|1891.92|1752.07|1913.88
836|41|3772.5|0.02|0.0|0|85|3|4000.0|3678.39|42|1224.58|9352.01|2194.87
837|35|2413.31|17200.16|0.0|19|4|1|47600.0|3029.71|27|21632.96|7476.71|3101.29
838|16|1814.7|0.0|0.0|3|22|1|5000.0|60690.09|31|1735.96|4387.9|5188.32
839|22|630.9|0.8|0.0|0|13|1|4430.14|42169.83|34|1430.63|1327.87|2614.6
840|48|5028.33|0.23|0.0|20|102|2|16800.0|16183.11|44|1472.31|15389.53|3879.81
841|75|2427.92|1.08|0.0|24|34|2|6000.01|18975.12|42|1226.42|4930.31|4635.84
842|20|1659.75|18586.57592|0.0|0|12|3|11400.0|54.4|59|40967.39064|4540.4|6449.54
843|38|2091.63|4622.64|0.0|29|0|3|34800.0|3879.65|33|5672.18|6694.03|5484.78
844|53|4930.1|1003.28|0.0231|3|60|4|104460.32|52291.24|49|15302.15|19790.45|3436.08
845|4|448.99|4793.87|0.0|2|23|2|30000.0|11736.02|29|2629.43|8882.46|6589.77
846|19|2003.99|0.0|0.0|6|9|2|62600.0|32643.36|66|3400.97087|7072.9365|6149.02
847|60|4957.87|0.91|0.0|6|34|3|1000.0|9352.77|36|1955.4|11591.06|8165.24
848|21|1187.55|0.85|0.0|4|34|1|11055.0|4817.74|45|1624.97|1770.46|2523.71
849|12|1533.1|2002.24|1.0|0|0|2|4000.0|399.0|41|11075.55|2196.46|1356.98
850|29|4954.81|0.0|0.4577|11|21|2|40000.0|8837.92|50|997.3|16430.68|8508.22
851|33|4208.83|107.08|0.0|11|61|2|15000.0|1729.01|90|1650.00368|11942.098|10704.33
852|20|1068.88|0.0|0.0|16|22|1|54500.0|18994.23|35|134.98|2447.28|4800.06
853|22|866.72|0.0|0.0|6|14|2|4100.0|2223.54|31|1562.93|5493.45|2007.62
854|12|398.74|38876.0526|0.0|0|27|2|42319.0|3814.83|45|321988.5082|10978.61|11303.29
855|1|30.0|0.0|0.1586|0|10|4|1983.0|5951.35|49|808.17|873.458|1669.18
856|30|919.02|0.64|0.0|0|4|1|9600.0|8618.35|25|4442.1|3026.22|3237.77
857|19|516.4|0.52|0.0|1|0|1|13900.0|25884.41|29|4171.92|9382.45|4196.8
858|2|112.3|0.01|0.0|2|71|1|1000.0|2400.01|24|0.0|1903.22|1947.09
859|1|50.0|142.61|0.0|1|14|2|73000.0|180330.52|44|101095.12392|120.86|6726.73
860|3|644.85|0.0|0.7543|1|2|1|16500.0|67377.2|41|4.94|8576.65|3567.13
861|15|755.83|0.34|0.0|15|21|2|25000.0|316.6|36|56310.3806|65338.633|6314.0
862|3|98.21|0.0|1.0|3|27|1|14071.2|2376.2|31|48.95|0.0|1748.95
863|1|160.0|0.04|0.0|1|0|4|1906.0|2358.33|37|13.48|852.16|1762.96
864|53|9880.64|0.0|0.0|5|35|1|27864.0|33376.57|28|5748.93|19710.89|5463.4
865|39|9940.81|0.24|0.0|27|0|3|29600.0|300364.7|31|2294.91202|35201.047|2563.08
866|22|6169.24|29021.54|0.0|19|0|2|31500.01|1791.5|47|45344.0049|6103.9424|7751.82
867|24|1572.7|0.0|0.0|2|6|2|6292.0|6115.26|43|0.61|3284.3083|1622.72
868|19|1652.74|0.27|0.0|0|15|1|36427.67|125479.0|43|2749.86|4178.84|4673.06
869|47|43775.51|0.0|0.0|32|57|3|99900.0|771311.1|38|2026.0672|50079.44|16632.93
870|16|1807.7|0.0|0.8117|16|0|3|41100.0|383769.12|34|2382.64485|3598.4302|3952.75
871|17|1735.7|1.01|0.0|0|20|3|4700.0|137.64|28|600.77|7014.06|6231.97
872|14|3643.32|0.73|0.0|12|16|2|98200.0|322173.38|47|7554.29|28468.76|22202.59
873|27|1743.82|0.0|0.0|2|70|1|6000.0|1424.64|38|2211.45|3235.21|3503.51
874|4|1208.05|2.09|0.0|2|0|2|7850.0|15679.64|38|2789.95|6738.71|2736.99
875|103|5001.32|0.0|0.0|90|7|2|68800.01|63471.08|31|1177.99734|3139.96|5508.96
876|21|1639.5|601.34|0.0|0|61|1|18800.0|95.49|39|1576.99|3349.1|2076.99
877|1|200.0|0.5|0.0|1|10|3|697.0|8829.82|47|15.0|2164.96|1683.83
878|19|386.5|1.55|0.0|3|3|1|16200.0|8587.75|40|436.66|5409.47|5877.27
879|103|21577.69|0.0|0.0|49|38|2|75000.0|54525.26|36|36978.68526|24472.92|6293.46
880|41|4972.24|14.86856|0.0|39|8|4|16000.0|99724.3|55|25418.80884|14725.172|5153.18
881|64|9048.41|0.0|0.0|38|22|2|70000.0|440032.44|44|13765.69264|25806.96|28524.73
882|59|5895.22|33185.79265|0.0|1|0|1|15000.0|157100.62|53|3851.16|7433.7|3906.4
883|5|436.9|5108.77|0.0|5|0|2|10000.0|1052.62|28|80060.8|1600.0|5753.34
884|94|7021.79|10295.71|0.0|47|6|4|35300.0|441.18|33|44557.06872|9378.586|9826.35
885|18|1921.87|2.02|0.0|6|19|2|11300.0|30071.69|39|1586.05|7843.72|5042.6
886|21|1574.14|0.09|0.0|8|49|3|8000.0|103974.96|32|11.7|9057.69|5157.58
887|8|8431.15|0.0|0.9889|6|0|2|37600.0|1369822.0|54|16880.776|6330.0356|9399.86
888|3|3085.0|5.93|0.0|2|0|2|3000.0|3000.0|29|1.59|15602.15|1345.67
889|7|431.6|0.0|0.0875|1|0|1|119505.81|350405.6|42|110.44|41523.51|7760.2
890|5|703.0|5.58|0.0|0|19|3|2000.0|848.28|52|1296.2|2738.7|995.58
891|16|1022.85|0.1|0.0|0|6|1|2322.23|15715.92|34|1460.69|3247.85|3224.2
892|84|29956.01|0.0|0.0|49|227|2|58000.0|6139.75|54|9925.42|55385.254|3912.26
893|1|4876.52|0.0|0.0|1|21|3|5200.0|4982.75|33|1.24|2610.0|2556.54
894|9|1000.5|0.0|0.0066|0|7|2|10430.75|226653.05|31|4533.77|8449.11|14354.61
895|1|5.0|6.64|0.0|0|43|2|64500.0|14571.86|49|3701.66|7214.08|6857.11
896|5|543.68|1.11|0.0|5|0|1|3100.0|2706.36|33|3.54|4090.0|2285.29
897|1|179.89|0.0|0.0|1|49|1|7200.0|1966.47|22|3.0|1506.53|1409.4
898|54|3314.4|0.02|0.0|0|15|1|8400.0|60150.31|33|569.79|6958.97|4087.96
899|9|1367.88|0.36|0.0|1|0|2|12628.03|12653.06|29|1000.0|2851.85|699.53
900|47|2218.94|0.23|0.0|33|6|1|24100.0|468794.12|32|21.65|3357.59|1041.0
901|36|4091.87|0.0|0.0|36|32|1|22400.01|17679.53|30|2084.63|8707.72|6007.63
902|19|1329.03|0.03|0.0|7|19|1|2000.0|4714.16|32|0.0|3274.98|149.9
903|40|3897.21|5.03|0.0|8|20|2|1000.0|756.45|35|2113.42|18947.04|16843.15
904|23|2444.24|0.25|0.0|23|0|3|34600.0|4566.96|34|9074.73242|4206.464|5311.9
905|71|7164.38|0.21|0.0|65|53|1|137500.0|954730.0|36|168242.13|9972.71|68817.15
906|1|37.6|27.25|0.0|0|6|2|1500.0|11676.5|39|3883.63|8022.01|6941.44
907|27|2638.3|0.0|0.0407|0|35|1|34600.0|9064.06|47|3542.04|5079.85|2987.25
908|29|4196.64|0.0|0.0|10|47|4|10500.01|8989.93|64|9939.67|15223.46|9761.45
909|4|424.94|65.52|0.0|0|3|1|5753.53|5935.71|42|1185.63|548.22|1498.22
910|22|7833.19|0.0|0.0|1|36|1|29500.0|658056.9|35|9769.93|10351.91|10809.51
911|118|4825.62|574.25|0.0|4|26|5|47700.0|36086.98|42|21305.98|11565.39|21515.59
912|44|4743.32|0.04|0.0|0|65|2|15600.0|70403.59|35|2396.98|10833.72|2209.7
913|19|2850.84|1.16|0.0|12|12|3|7000.0|99108.34|34|515.88272|13876.11|6812.79
914|26|1593.42|0.0|0.7506|26|0|2|84700.0|47347.72|66|7461.22|10649.33|14582.39
915|7|907.32|21944.25|0.0|0|18|3|49501.63|975038.56|43|40278.33944|3233.17|27373.19
916|63|2911.64|20187.75|0.0|0|25|3|89200.0|965.9|40|61558.86|11314.26|57625.54
917|56|2046.21|0.0|0.0|10|3|2|5700.0|781.67|32|1656.20264|5817.6562|3767.05
918|85|6328.04|589.79|0.7996|85|15|2|25000.0|408008.22|46|10833.66616|24897.0|12674.04
919|19|949.76|0.0|0.0|7|75|1|58400.0|27381.07|55|3715.45|5252.35|4312.13
920|21|2848.5|0.12|0.0|0|13|2|22600.0|4670.76|30|4100.23|9984.22|4367.4
921|91|9970.11|8.09|0.5264|81|33|2|90000.0|45637.06|38|10483.77|8249.03|7889.79
922|34|1708.71|0.96|0.0|0|47|1|14200.0|6898.9|37|6652.36|3746.11|2833.9
923|58|4096.15|0.0|0.0|55|12|2|60000.0|8125.65|67|19402.813|9955.168|7412.62
924|4|112.04|0.0|0.0|2|10|2|11000.0|3511.56|28|992.21|2449.2|1851.36
925|34|852.1|0.03|0.0|5|4|2|5104.0|3529.33|30|1.17|904.9|1061.86
926|44|7075.41|4.59528|0.0|0|19|3|87300.0|694.02|44|97881.89584|13640.88|22282.54
927|24|2721.01|12876.01|0.0|0|13|1|9200.0|457.15|56|45064.73|4631.81|3588.81
928|18|2072.6|1445.08376|0.0|1|17|2|3300.0|1832.32|40|206.38|7276.08|1895.75
929|7|2600.88|0.0|0.0|3|57|1|2100.0|32364.63|32|1040.4|4566.04|3048.25
930|22|2908.85|0.14|0.0|0|7|1|5500.0|4213.41|28|26.06|3658.9|1524.5
931|4|816.0|0.0|0.9054|4|0|1|6000.0|19248.97|35|1569.26|4570.0|2758.57
932|9|524.5|2.2|0.0|0|77|3|15050.0|285809.3|50|3885.79|7713.05|9529.04
933|8|398.9|0.26|0.0|0|9|2|682.51|82475.63|42|89.68|4847.7|3699.98
934|24|2447.6|2.22|0.0|0|40|2|4800.0|3156.85|33|98.0532|27345.97|5243.6
935|3|102.23|292.97391|0.0|3|6|2|90000.0|5604.91|57|182391.98855|410941.0|22017.2
936|28|1011.5|373.0|0.0|0|8|1|1600.0|146.0|30|439.14|1106.4|1109.06
937|37|2267.65|1081.05|0.0|8|0|2|29000.0|1248.3|39|1888.49|6250.95|2520.38
938|3|342.6|0.76|0.0|3|29|2|8305.0|12984.54|31|92.02|2929.23|4702.81
939|15|1820.47|0.75|0.0|0|36|4|9070.0|3103.68|37|7058.43|5883.86|2064.18
940|14|823.1|0.22|0.9059|0|0|2|6000.0|2426697.5|49|19.41|6788.14|2631.19
941|20|832.9|0.0|0.0|1|68|2|2600.0|2070.2|38|3528.1|2021.64|1235.06
942|56|14431.68|7583.8|0.6043|1|0|3|139951.58|2482036.8|61|14816.4584|112474.29|10900.0
943|14|1601.16|0.8|0.0|0|3|2|2300.0|23848.91|32|28.36|2831.16|1234.88
944|17|1106.2|0.0|0.8742|0|7|1|13000.0|78060.52|44|801.87|8950.67|3219.64
945|29|1850.57|1259.54686|0.0|3|9|2|33000.0|130919.01|55|6802.07|12896.46|12297.13
946|37|3943.96|63.55|0.0|27|13|2|8800.0|3705.28|35|1959.62|8812.94|4928.36
947|12|3422.49|158.51|0.3777|8|4|1|50000.0|929133.9|43|3.04|6702.15|5716.4
948|35|7427.62|252.92|0.0|12|10|3|8000.0|5477.95|23|1088.86|2834.9|1306.13
949|14|996.44|0.0|0.0|2|42|2|45600.01|1878.6|32|1765.69|2738.5|1765.4
950|64|8564.59|0.0|0.0|63|47|2|6000.0|42.8|34|1824.77848|11302.669|714.1
951|41|2224.24|10.5963|0.0|0|4|1|13200.0|49138.69|60|7401.52|6959.16|4474.0
952|14|844.84|0.0|0.9968|10|30|1|40100.0|104991.66|46|6084.73|3040.18|1693.39
953|17|893.8|0.04|0.0|0|24|2|6001.29|13674.76|32|1355.94|1126.7|1933.41
954|47|5379.01|0.17|0.0|42|30|2|54000.0|1847914.6|33|122790.0961|10383.098|18251.47
955|35|7506.58|1.0|0.0|11|31|2|1700.01|1402.49|24|390.04|10002.25|5085.23
956|52|1900.58|1.19|0.0|1|0|4|49600.0|6107.75|32|20673.0826|4156.65|9764.28
957|2|40.9|1.08|0.0|0|6|2|2200.0|13744.52|25|37.52|2187.8|1524.84
958|33|2691.6|0.01|0.0|1|21|1|2793.0|1559.48|28|30.1|3393.04|1392.7
959|16|1761.98|947.92|0.0|16|46|1|6000.0|2020.42|34|2386.47|2469.3|4134.24
960|40|5100.37|0.0|0.0|28|14|2|32000.0|111014.53|38|15325.55222|12385.66|7109.93
961|31|4427.54|17.06|0.0|15|0|2|21499.01|1626.56|38|765.43|8006.39|4667.7
962|64|4831.28|1.52|0.0|38|215|1|6500.83|6500.83|31|609.85|7383.85|6292.52
963|62|4250.75|0.0|0.0|35|59|3|12000.0|5170.78|39|3733.71288|5909.039|5526.4
964|38|2914.65|0.55|0.0|0|105|3|1000.01|151.5|44|27392.59043|35320.47|5323.21
965|43|13044.8|0.33|0.0|24|63|2|79127.0|96576.29|41|6286.9334|90693.12|3503.87
966|8|61.9|0.0|0.0|1|5|3|4000.0|20650.52|54|290.0|2405.0|2493.27
967|6|885.77|0.0|0.5004|0|35|1|954.8|60066.86|55|2174.06|8315.78|2089.01
968|5|907.28|636.49|0.0|0|9|1|16800.0|1268.82|46|1216.45|3106.28|1741.04
969|53|1377.22|0.03|0.0|0|7|2|16000.0|86.08|57|10210.99|3249.77|1826.96
970|4|219.04|0.0|0.1427|0|15|3|104853.8|506163.75|55|59.76|10049.94|12000.0
971|15|830.01|0.43|0.0|1|10|3|0.0|5110.25|30|149.15|6445.19|1390.81
972|31|2319.17|17065.24665|0.0|19|11|3|33000.0|14314.06|53|15325.84695|2935.8213|3132.18
973|15|772.3|0.0|0.0|7|17|1|15400.0|48351.62|31|1288.9|4982.59|2599.68
974|3|1106.05|0.03|0.0|3|47|1|30000.0|7539.56|52|12.36|4147.5|3527.7
975|75|2939.21|0.05|0.0|70|25|2|24800.01|5545.24|25|6000.0|2021.65|3085.94
976|6|559.99|0.49|0.0|0|24|3|19000.0|43882.78|33|2584.72|9226.06|5753.24
977|18|1146.67|0.07|0.0|0|40|1|21200.0|26169.26|25|1636.98|3898.18|3943.2
978|11|1232.79|0.09|0.0|1|10|1|17300.0|55197.03|33|8070.2|6199.34|8704.08
979|15|2544.05|0.17|0.0|6|14|2|5995.0|15416.49|28|0.12|3471.89|3829.75
980|1|600.0|0.1919|0.9338|1|9|1|600.0|78771.03|68|19.16|1390.57|2449.84
981|6|535.51|0.73|0.0|0|80|3|18000.0|190900.05|35|1368.49|1157.31|2030.9
982|13|956.4|0.04|0.0|0|21|1|6059.0|5741.63|49|1751.17|3813.5|3887.93
983|7|2244.55|0.0|0.0|3|83|3|3100.0|134097.44|44|1460.68|4507.54|1213.78
984|1|400.0|0.0|1.0|0|10|1|81442.32|75681.89|40|2431.68|2840.0|3883.58
985|33|1276.4|1.01|0.0|4|40|1|14400.0|7407.83|26|790.75|1377.7|2502.64
986|54|4233.41|0.79|0.0|15|22|1|2000.0|1488.51|37|1117.33|4111.7|3413.58
987|22|1363.12|3763.66|0.0|11|75|3|12700.0|465994.0|30|5527.68|8115.8|5573.66
988|2|315.4|5.26|0.0|2|0|4|124040.0|158728.89|32|3343.86161|38105.27|8132.95
989|11|2793.23|0.72|0.0|9|2|1|93500.0|526236.7|49|12449.36|6358.33|43120.89
990|3|914.0|0.05|0.0|1|0|3|2800.0|2462.05|55|662.75|474.0|1179.87
991|10|347.18|0.0|0.4215|0|43|5|541.2|181.1|29|1164.01|2443.08|1627.3
992|20|1488.13|10596.3228|0.0|0|38|2|22300.0|14477.59|49|53656.91|4643.51|4438.46
993|55|2555.55|359.62|0.0|47|0|3|30000.0|7263.52|58|27228.78145|17625.707|9525.37
994|5|534.57|1.1|0.0|3|25|2|3000.0|1576.44|50|323.7|2280.0|1094.67
995|7|629.0|0.43|0.3991|0|0|1|12100.0|31761.19|43|178.09|2845.0|1792.53
996|37|5230.71|0.0|0.0|16|3|2|105957.82|283303.22|44|824.09|11336.29|1210.58
997|29|3817.28|0.97|0.0|17|30|1|49366.02|79758.22|48|446.93|7499.37|2574.27
998|7|474.6|0.0|1.0|0|19|2|1.0|13089.05|36|4522.37|4830.35|3186.36
999|34|7878.15|0.0|0.7769|33|0|2|37446.0|482984.12|68|1528.21975|11362.757|122.45
